subjectid,gender,height,weight,handedness,age,race,height_tercile,age_tercile
17772,female,153.6,50.4,right,31,black,1,2
17776,female,158.4,68.5,right,30,black,1,2
17778,female,164.6,62.9,right,37,white,1,3
17779,female,166.4,56.8,right,31,white,1,2
17783,female,165.8,66.1,right,26,white,1,2
17784,female,173.8,68.3,right,35,black,2,3
17787,female,174.5,79.1,right,26,black,2,2
17789,female,159.5,90.7,right,33,black,1,3
17792,female,162.5,78.3,right,35,white,1,3
17793,female,162.3,70.9,right,34,hispanic,1,3
17796,female,151.8,50.9,right,26,hispanic,1,2
17802,female,152.5,62.3,right,31,hispanic,1,2
17805,female,155.7,66.4,right,24,black,1,2
17806,female,173,92.1,right,41,black,2,3
17811,female,160.1,67.1,right,35,hispanic,1,3
17817,female,159.7,54.7,right,45,black,1,3
17820,female,174.3,78.4,right,27,white,2,2
17822,female,168.3,59,right,26,white,2,2
17823,female,175.2,76.3,right,32,white,2,3
17824,female,161.8,70.9,right,33,white,1,3
17826,female,162,70.3,right,26,white,1,2
17827,female,164.9,58.1,left,29,white,1,2
17828,female,170.9,59.3,right,35,black,2,3
17830,female,158.7,75.3,right,40,white,1,3
17834,female,163.2,66.2,right,34,black,1,3
17838,female,152.7,68.3,either,40,white,1,3
17839,female,166,75.8,right,32,white,1,3
17843,female,163.2,61.3,right,23,black,1,1
17846,female,174.2,73,right,30,white,2,2
17852,female,170.9,70,left,30,white,2,2
17856,female,161.9,75.1,right,35,white,1,3
17857,female,167.5,73.8,either,38,white,2,3
17860,female,163.4,64.2,left,41,white,1,3
17863,female,167.9,59.5,right,25,white,2,2
17865,female,161.4,56.9,right,22,white,1,1
17866,female,168.4,59.6,right,25,white,2,2
17869,female,159.7,63.1,right,39,black,1,3
17870,female,161,58.9,right,25,white,1,2
17871,female,168.8,74.6,left,33,black,2,3
17872,female,172.5,86.4,right,31,black,2,2
17873,female,160.9,60.8,right,31,white,1,2
17884,female,158.5,50.4,right,27,asian,1,2
17886,female,156.2,54.9,right,25,white,1,2
17889,female,154.7,53,right,38,asian,1,3
17890,female,161.1,69.2,right,20,white,1,1
17892,female,174,71.3,right,42,white,2,3
17895,female,155.5,70.5,right,31,white,1,2
17897,female,165,69.9,right,33,black,1,3
17900,female,158.3,65.9,right,26,asian,1,2
17901,female,164.7,63.2,right,20,white,1,1
17902,female,153.2,69.6,right,20,black,1,1
17908,female,161.9,59.3,right,23,hispanic,1,1
17909,female,170.4,69.5,right,25,asian,2,2
17910,female,168.9,79.7,right,25,white,2,2
17911,female,165.7,61.9,right,25,white,1,2
17915,female,164.7,67.7,right,23,black,1,1
17916,female,167,54.4,right,29,black,1,2
17919,female,149.6,64.6,right,38,black,1,3
17921,female,171.7,88.2,right,32,black,2,3
17923,female,153.1,63.4,right,26,white,1,2
17926,female,166.6,76.5,right,28,white,1,2
17929,female,157.4,65.4,right,28,white,1,2
17932,female,166.3,83.7,right,31,hispanic,1,2
17936,female,161.7,65.2,right,26,black,1,2
17938,female,158.5,62.4,right,36,black,1,3
17942,female,164.7,99.4,right,35,black,1,3
17945,female,164.3,74.8,left,19,hispanic,1,1
17946,female,167.7,64.9,right,24,black,2,2
17949,female,167,54.2,right,22,white,1,1
17953,female,165.1,81.4,right,21,white,1,1
17954,female,152.5,56.3,right,20,hispanic,1,1
17963,female,171.5,96.7,right,29,white,2,2
17965,female,160.2,83.7,right,31,black,1,2
17967,female,157,50.2,right,24,white,1,2
17968,female,166.2,65.7,right,23,black,1,1
17971,female,156.1,70.7,right,21,white,1,1
17973,female,154.3,66.9,either,22,white,1,1
17974,female,156.2,59.7,right,21,hispanic,1,1
17977,female,162.7,72,right,21,native_american,1,1
17982,female,167.8,75,either,19,white,2,1
17983,female,160.8,67.3,left,28,white,1,2
17984,female,167.2,78.4,right,26,white,1,2
17985,female,166.1,51.6,right,39,white,1,3
17987,female,157.4,63,right,24,white,1,2
17993,female,167,79.3,right,38,black,1,3
17999,female,158.5,56.4,right,45,white,1,3
18000,female,157.4,68.7,right,23,white,1,1
18001,female,161.7,59,right,38,black,1,3
18004,female,159.2,60.3,right,24,black,1,2
18010,female,170.5,69.9,right,41,white,2,3
18011,female,162,57.3,right,30,hispanic,1,2
18013,female,157.9,65.4,right,31,black,1,2
18015,female,166.1,60.3,right,33,hispanic,1,3
18020,female,159.5,77.1,right,34,black,1,3
18024,female,164.6,76.7,right,31,white,1,2
18025,female,152.2,66.7,right,33,black,1,3
18026,female,176,78.3,right,28,black,3,2
18027,female,150.5,51.8,right,27,asian,1,2
18030,female,170.8,66.3,right,27,black,2,2
18037,female,165.9,65.5,left,26,black,1,2
18040,female,161.3,69,right,33,black,1,3
18041,female,166.6,68,right,24,hispanic,1,2
18042,female,156.5,60.9,right,24,pacific_islander,1,2
18044,female,157.8,64.6,right,28,black,1,2
18051,female,148,54,right,20,black,1,1
18052,female,163.6,53,right,29,white,1,2
18054,female,160.8,78.9,right,24,black,1,2
18056,female,155.2,43.1,left,23,black,1,1
18057,female,155.9,74.6,right,21,asian,1,1
18059,female,159.5,71.2,right,38,asian,1,3
18066,female,167.4,72.7,right,19,white,1,1
18075,female,166.1,61.3,left,18,white,1,1
18076,female,155,57.4,right,35,black,1,3
18077,female,159.7,65.5,right,25,black,1,2
18079,female,154.3,57.7,right,18,white,1,1
18080,female,163.6,58.5,right,21,black,1,1
18081,female,156.3,62.7,right,21,white,1,1
18082,female,150.6,53.5,right,31,black,1,2
18083,female,168.9,65.2,right,20,black,2,1
18085,female,160,70.2,right,35,white,1,3
18088,female,182.7,93.1,right,26,white,3,2
18090,female,159.4,53.2,right,19,black,1,1
18091,female,176.8,73.5,right,22,black,3,1
18093,female,165.8,55.7,right,25,white,1,2
18094,female,162.9,65.5,left,25,white,1,2
18095,female,167.2,69.1,right,28,white,1,2
18097,female,178.3,96.5,left,21,black,3,1
18103,female,157.1,70.2,right,19,black,1,1
18105,female,152.5,52.3,right,19,black,1,1
18106,female,159.5,66,right,41,black,1,3
18107,female,170.8,81.4,right,20,white,2,1
18108,female,181.8,95.2,right,33,white,3,3
18109,female,168.8,65.8,right,20,black,2,1
18110,female,156.8,50.3,right,23,black,1,1
18112,female,155.5,54.7,right,27,hispanic,1,2
18113,female,164.5,68.8,right,26,white,1,2
18114,female,163.1,60.4,right,36,black,1,3
18115,female,156.3,66.9,right,56,hispanic,1,3
18116,female,156.6,59.9,right,29,white,1,2
18120,female,158.5,61.6,right,28,black,1,2
18122,female,151.8,54.8,right,33,black,1,3
18123,female,159,60.4,right,22,black,1,1
18126,female,146.2,51.9,right,31,white,1,2
18128,female,159.9,64,right,22,hispanic,1,1
18129,female,166.5,66.9,left,25,white,1,2
18131,female,171.2,79.1,left,28,black,2,2
18134,female,163.4,59.8,right,18,hispanic,1,1
18137,female,162.8,73.6,right,27,black,1,2
18140,female,162.5,82.5,right,44,black,1,3
18141,female,171.8,75.6,right,32,white,2,3
18143,female,160.4,59.5,right,25,hispanic,1,2
18148,female,174.8,86.3,left,22,white,2,1
18150,female,165,68.6,right,21,white,1,1
18151,female,167.9,76.3,right,21,white,2,1
18152,female,163.5,72.5,right,21,white,1,1
18153,female,167.3,63.9,right,34,black,1,3
18154,female,164.3,55.9,left,25,white,1,2
18155,female,169.1,76.4,right,42,black,2,3
18160,female,167.2,69.9,right,39,black,1,3
18162,female,163.8,63,right,19,white,1,1
18163,female,167.6,60.6,right,18,black,2,1
18164,female,165.5,68,right,21,white,1,1
18166,female,167.5,65.4,right,31,hispanic,2,2
18168,female,150.8,53.8,right,20,black,1,1
18169,female,167.9,73.1,right,36,hispanic,2,3
18170,female,169.2,76.6,right,22,white,2,1
18171,female,163.1,57.7,right,31,white,1,2
18172,female,153.3,59.8,right,20,white,1,1
18174,female,156.3,68.6,right,25,white,1,2
18175,female,165.5,70.8,right,25,white,1,2
18176,female,149.6,48.8,right,38,asian,1,3
18179,female,177.7,76.6,right,23,white,3,1
18183,female,154.6,58.3,right,24,black,1,2
18185,female,168.5,68.5,right,21,white,2,1
18186,female,160.8,58.5,right,20,white,1,1
18188,female,163.2,71.9,right,19,black,1,1
18189,female,169,64.9,right,27,black,2,2
18190,female,165.5,58.3,right,18,white,1,1
18191,female,157.4,64.8,right,19,white,1,1
18193,female,165.9,56.4,right,18,white,1,1
18196,female,154.1,47.8,left,25,pacific_islander,1,2
18197,female,167.5,59.1,right,41,black,2,3
18198,female,165.2,66.5,right,19,white,1,1
18200,female,159.3,64.9,right,24,white,1,2
18203,female,156.5,51.2,right,21,hispanic,1,1
18205,female,153,49.6,right,42,asian,1,3
18206,female,160,74.4,right,25,black,1,2
18207,female,161.5,68,right,26,black,1,2
18214,female,155.7,50.6,right,21,black,1,1
18216,female,167.9,59.1,right,19,native_american,2,1
18228,female,166.2,71.2,right,26,hispanic,1,2
18232,female,169.6,84.4,right,31,white,2,2
18239,female,165.7,54.7,right,36,black,1,3
18240,female,149.5,48.7,right,23,pacific_islander,1,1
18241,female,164.4,61.2,right,23,white,1,1
18242,female,165.2,72.2,right,29,black,1,2
18247,female,156.6,56.7,right,22,hispanic,1,1
18248,female,165.3,68.8,left,28,black,1,2
18249,female,160.4,54.2,right,28,asian,1,2
18251,female,159.4,61.1,right,23,white,1,1
18252,female,162.7,67.2,right,29,hispanic,1,2
18255,female,172.9,74.9,right,24,black,2,2
18256,female,160.2,58.5,left,41,pacific_islander,1,3
18258,female,161.5,60.5,right,23,hispanic,1,1
18259,female,164.5,60.1,right,20,white,1,1
18261,female,162.3,62.1,right,26,white,1,2
18262,female,159.5,60.9,right,20,black,1,1
18264,female,148,47,right,22,black,1,1
18265,female,169.6,78.6,right,32,black,2,3
18266,female,168,72.5,right,41,native_american,2,3
18268,female,159,51.6,right,23,black,1,1
18269,female,152.9,50.1,right,28,asian,1,2
18271,female,155.1,62.6,right,38,black,1,3
18272,female,170.9,78.7,right,32,black,2,3
18275,female,158.9,57.2,right,31,hispanic,1,2
18276,female,161.6,67,either,26,black,1,2
18277,female,164.3,53.5,right,40,white,1,3
18279,female,158.7,63.8,right,21,black,1,1
18280,female,169.1,75.2,right,20,black,2,1
18288,female,155.8,51.9,right,18,black,1,1
18289,female,161.1,60.2,right,19,black,1,1
18292,female,172.4,70.1,right,32,white,2,3
18294,female,162.3,78.2,right,28,hispanic,1,2
18295,female,168.6,61.1,right,20,hispanic,2,1
18298,female,158.7,63.1,right,42,pacific_islander,1,3
18307,female,154.6,54,right,21,asian,1,1
18311,female,168.2,61.9,right,20,black,2,1
18316,female,151.9,57.7,right,18,hispanic,1,1
18318,female,163.1,67.3,right,19,black,1,1
18321,female,152.5,60.8,right,19,white,1,1
18331,female,165.7,90.5,right,42,white,1,3
18332,female,165.3,68.2,right,44,black,1,3
18333,female,144.7,68.3,right,36,black,1,3
18334,female,161.5,77.8,right,43,black,1,3
18335,female,173.2,64.8,right,36,white,2,3
18336,female,173.3,108.2,left,41,white,2,3
18341,female,176,87.5,right,38,white,3,3
18342,female,166.9,78.8,right,46,white,1,3
18343,female,160.2,84.4,right,50,black,1,3
18344,female,161.1,66.7,right,37,white,1,3
18345,female,160.7,74.9,right,40,black,1,3
18346,female,158.2,82.7,right,45,hispanic,1,3
18347,female,163.6,69.5,right,34,black,1,3
18351,female,170.2,69.7,left,22,white,2,1
18352,female,159.1,52.8,right,23,black,1,1
18354,female,172.4,78.5,right,41,white,2,3
18356,female,165.7,66.9,right,38,black,1,3
18358,female,159.1,55.6,right,42,white,1,3
18359,female,163,84,right,53,white,1,3
18360,female,173,83.1,left,33,white,2,3
18361,female,169.5,73.5,right,38,black,2,3
18365,female,159.8,76.3,left,26,black,1,2
18366,female,160.6,63.7,left,31,hispanic,1,2
18373,female,164.4,70,right,41,black,1,3
18374,female,157.5,62.6,right,40,white,1,3
18375,female,164.2,60.7,right,41,black,1,3
18380,female,161.5,70.5,right,45,black,1,3
18381,female,157,68.9,left,51,black,1,3
18385,female,160.7,63.3,left,19,white,1,1
18386,female,162.6,56.4,right,19,black,1,1
18387,female,172.9,72.9,right,20,white,2,1
18388,female,150.1,61.8,right,19,black,1,1
18393,female,165.7,61.8,right,24,black,1,2
18395,female,161.4,54.6,right,19,black,1,1
18397,female,166,68.6,right,20,black,1,1
18399,female,167.5,64.1,right,22,black,2,1
18400,female,163.8,63.5,right,20,black,1,1
18403,female,158.4,63.4,right,19,black,1,1
18411,female,168,68.4,left,19,black,2,1
18415,female,166.7,68,right,19,white,1,1
18421,female,175.8,75.1,right,19,white,3,1
18422,female,168.8,85.1,right,21,black,2,1
18423,female,163.6,58.2,right,27,white,1,2
18425,female,160.7,70.9,right,19,black,1,1
18426,female,159.4,66.4,right,23,white,1,1
18427,female,169.4,75.7,right,22,white,2,1
18429,female,160.6,63.2,right,20,black,1,1
18430,female,168.7,67.4,right,20,black,2,1
18431,female,157.4,60.2,right,19,black,1,1
18432,female,160.3,61.6,right,23,hispanic,1,1
18436,female,155.9,58.4,right,22,black,1,1
18439,female,165.9,71.7,left,21,white,1,1
18440,female,161.4,60.6,right,20,white,1,1
18444,female,163,64.8,right,22,black,1,1
18454,female,143.5,47.8,right,20,pacific_islander,1,1
18457,female,167.2,75.1,right,21,black,1,1
18460,female,170.8,73.9,left,21,black,2,1
18463,female,167.6,68.6,right,23,white,2,1
18465,female,160.9,62,right,27,white,1,2
18467,female,159,74,right,21,white,1,1
18477,female,162.9,59.8,right,18,white,1,1
18478,female,159.8,64.5,right,25,black,1,2
18481,female,156,56.3,right,19,black,1,1
18482,female,168.8,68.6,right,38,black,2,3
18484,female,174.5,69.6,left,21,black,2,1
18486,female,167.3,63.1,right,28,black,1,2
18487,female,166.2,72.9,right,27,black,1,2
18488,female,157.6,54.8,right,20,hispanic,1,1
18489,female,172,65,right,28,white,2,2
18496,female,170.1,70,either,19,white,2,1
18498,female,162,58,right,21,black,1,1
18499,female,167,73.8,right,18,white,1,1
18500,female,163,47.8,right,18,white,1,1
18501,female,163.6,58.3,right,20,white,1,1
18503,female,171.4,84.9,right,22,pacific_islander,2,1
18512,female,170.2,73.2,right,20,black,2,1
18513,female,159,60.9,right,18,asian,1,1
18522,female,164.3,65.4,right,20,white,1,1
18524,female,176.9,83.2,left,33,hispanic,3,3
18525,female,154.9,59.1,right,18,white,1,1
18526,female,153.3,69.5,right,18,black,1,1
18527,female,159.2,60.9,right,19,hispanic,1,1
18528,female,160.9,65,right,21,white,1,1
18529,female,156.9,55,right,18,white,1,1
18530,female,158.6,65.9,right,37,white,1,3
18531,female,157.4,70.1,right,42,hispanic,1,3
18535,female,161.7,68.9,right,21,hispanic,1,1
18538,female,158.9,60.7,right,20,black,1,1
18543,female,167.9,73.6,right,23,black,2,1
18544,female,170,56.4,right,21,white,2,1
18546,female,162.3,56.6,right,20,white,1,1
18548,female,167.7,68.1,right,22,black,2,1
18549,female,159.8,66,right,19,hispanic,1,1
18552,female,162.5,53.6,right,23,black,1,1
18553,female,168.5,64.7,right,19,black,2,1
18556,female,168.5,77.6,right,33,hispanic,2,3
18559,female,162.3,56.3,left,27,black,1,2
18560,female,167.4,67.5,right,20,white,1,1
18861,female,165.3,60.4,right,21,white,1,1
20089,female,158.7,54.2,either,21,white,1,1
20090,female,159.5,66.4,right,31,white,1,2
20091,female,156.3,74.4,right,22,hispanic,1,1
20092,female,167.4,62.1,right,28,white,1,2
20093,female,143.9,58.5,right,29,asian,1,2
20094,female,171.8,81,right,30,hispanic,2,2
20095,female,158.9,51.1,left,24,hispanic,1,2
20096,female,164.5,71.7,left,39,white,1,3
20098,female,167.7,60.7,right,21,white,2,1
20104,female,155.2,59.1,right,20,hispanic,1,1
20109,female,152.3,63.6,right,25,hispanic,1,2
20110,female,161.2,71.5,right,36,hispanic,1,3
20111,female,164.2,57.4,right,43,white,1,3
20423,female,173.2,71.6,left,25,white,2,2
20425,female,160,54,right,23,hispanic,1,1
20429,female,140.9,42.6,right,27,asian,1,2
20439,female,162,58.5,right,28,white,1,2
20444,female,174.6,82.8,right,22,black,2,1
20520,female,168.8,74,right,22,black,2,1
20521,female,160.6,76.5,left,19,white,1,1
20523,female,165.8,85.2,right,26,white,1,2
20544,female,159,67.1,right,27,white,1,2
20559,female,178.1,76,right,24,white,3,2
20646,female,169,69.5,right,26,white,2,2
20647,female,165.4,75.4,right,25,white,1,2
20648,female,158.3,66.3,right,22,white,1,1
20663,female,152.3,48,right,42,hispanic,1,3
20673,female,168.5,83,right,24,black,2,2
20679,female,167.2,75.6,right,25,white,1,2
20684,female,164.1,78.4,right,45,black,1,3
20698,female,164.4,59.4,right,30,white,1,2
20699,female,159.7,76.6,right,41,black,1,3
20700,female,173.2,67.8,right,38,black,2,3
21132,female,152.9,51.7,right,33,asian,1,3
21179,female,162,66.2,right,44,white,1,3
21182,female,164.3,66.5,right,40,white,1,3
21183,female,155.6,61.3,right,28,asian,1,2
21185,female,163,72.9,right,45,black,1,3
21214,female,161.4,70.1,left,36,white,1,3
21215,female,146.4,42.6,right,22,asian,1,1
21221,female,174.9,72.9,right,32,black,2,3
21223,female,161.8,76.1,left,42,white,1,3
21228,female,163.1,71.9,right,39,black,1,3
21229,female,170.4,79.4,right,25,white,2,2
21231,female,166.9,70.5,right,48,white,1,3
21256,female,158.6,72.7,right,41,white,1,3
21405,female,160.2,60.9,right,26,white,1,2
21411,female,162,80,right,31,black,1,2
21414,female,157.5,62.5,right,22,hispanic,1,1
21429,female,151.3,76.8,right,29,hispanic,1,2
21431,female,157.3,57.8,right,24,black,1,2
21432,female,164.9,63.9,right,29,black,1,2
21445,female,165.7,74.9,right,36,black,1,3
21446,female,153.8,65,right,31,black,1,2
21449,female,168.4,63.3,right,41,black,2,3
21453,female,155,52.6,right,23,hispanic,1,1
21462,female,163,76.6,right,42,white,1,3
21463,female,169.3,93.4,left,35,black,2,3
21464,female,155.7,66.7,right,30,black,1,2
21482,female,162.7,62.2,right,24,hispanic,1,2
21501,female,166.6,94.2,right,34,black,1,3
21516,female,159.9,64.1,right,26,hispanic,1,2
21524,female,154.7,69.2,right,30,black,1,2
21525,female,163.6,64.6,right,33,white,1,3
21532,female,154.7,52.5,right,43,white,1,3
21542,female,162.9,49,right,32,white,1,3
21548,female,156,74.9,right,31,black,1,2
21556,female,175.1,85.2,right,26,white,2,2
21561,female,162.5,77.2,right,36,black,1,3
21565,female,157.3,64.3,right,31,black,1,2
21569,female,159.9,72.2,right,29,white,1,2
21572,female,154.7,69.3,right,31,asian,1,2
21587,female,173.5,73.7,right,25,white,2,2
21592,female,167,72.5,right,24,white,1,2
21593,female,167.8,81.6,right,22,black,2,1
21595,female,160.4,57,right,31,native_american,1,2
21649,female,163.1,66,right,38,hispanic,1,3
21653,female,168.4,80.4,left,40,black,2,3
21702,female,171.5,85.2,right,38,white,2,3
21704,female,163.5,66.2,left,44,white,1,3
21718,female,166.6,70.6,right,29,black,1,2
21719,female,170.5,57.7,right,23,black,2,1
21720,female,162.9,52.6,right,26,black,1,2
21721,female,171.8,80.8,right,24,black,2,2
21722,female,162.6,83.4,right,33,black,1,3
21723,female,161.6,75,right,24,black,1,2
21905,female,160.2,61.9,right,38,white,1,3
21943,female,166.7,67.5,right,41,white,1,3
21944,female,164.5,70.2,left,41,white,1,3
22001,female,167,65.9,right,26,hispanic,1,2
22014,female,162.1,71.2,right,42,black,1,3
22030,female,172.1,102.8,right,40,black,2,3
22035,female,160.6,75.9,right,54,white,1,3
22040,female,156.7,65.9,right,23,asian,1,1
22041,female,172,64.4,left,28,asian,2,2
22043,female,163.9,68.9,right,38,asian,1,3
22045,female,173,86.3,right,42,black,2,3
22046,female,168.2,94.9,right,37,pacific_islander,2,3
22048,female,172,63,right,51,hispanic,2,3
22049,female,178.3,106.9,right,44,black,3,3
22052,female,164.1,63.9,right,22,hispanic,1,1
22053,female,156.8,68.3,right,40,white,1,3
22060,female,164,63,right,21,black,1,1
22061,female,155.6,71.8,right,24,black,1,2
22063,female,164.7,87.4,right,22,black,1,1
22064,female,163,75.2,right,25,white,1,2
22065,female,158.7,85.2,right,45,black,1,3
22067,female,162.7,82.7,right,32,black,1,3
22068,female,163.8,55.9,right,27,white,1,2
22069,female,164.4,82.1,right,22,black,1,1
22070,female,160.3,66.3,right,33,white,1,3
22071,female,171.3,63.8,right,20,white,2,1
22072,female,172.1,79.9,right,33,black,2,3
22073,female,157.3,58.9,right,24,white,1,2
22074,female,161.9,76.1,right,22,black,1,1
22075,female,152.4,67.2,right,44,black,1,3
22077,female,160.5,54.1,left,41,white,1,3
22079,female,161.7,69.7,left,22,black,1,1
22080,female,160.1,61.6,right,41,black,1,3
22081,female,170.3,85.2,right,23,black,2,1
22083,female,157.4,58.2,right,33,black,1,3
22085,female,159.6,74.2,right,42,black,1,3
22086,female,160.2,60.9,right,20,black,1,1
22088,female,159.9,69,right,46,white,1,3
22089,female,163.2,67.5,right,23,white,1,1
22090,female,166,88.6,right,38,white,1,3
22091,female,156.8,65.2,right,46,black,1,3
22092,female,163.9,82.6,right,45,black,1,3
22095,female,159.1,55.6,right,51,black,1,3
22096,female,162.8,71.9,right,45,black,1,3
22097,female,161.5,82.2,left,52,black,1,3
22098,female,168,96.5,right,36,black,2,3
22099,female,159,62.4,right,25,black,1,2
22101,female,156.3,43.5,right,33,black,1,3
22102,female,164.1,75.3,right,39,white,1,3
23302,female,171,55.3,right,27,white,2,2
23307,female,156.6,57.8,right,20,hispanic,1,1
23316,female,157.3,71.3,right,21,black,1,1
23318,female,166.9,77.6,right,24,white,1,2
23334,female,160.7,65.5,right,29,white,1,2
23346,female,163.3,57.8,right,25,black,1,2
23347,female,169.9,84.3,right,47,hispanic,2,3
23350,female,163.8,67,right,23,white,1,1
23363,female,163.4,76.4,right,24,black,1,2
23633,female,166,66.3,right,24,black,1,2
23647,female,160.4,67.1,right,29,black,1,2
23653,female,169.3,70.6,right,24,white,2,2
23660,female,159.5,63.6,right,22,white,1,1
23662,female,169.4,64.6,right,19,white,2,1
23664,female,162.6,65.8,right,28,white,1,2
23816,female,161.3,78.9,right,23,white,1,1
23837,female,161.4,58.5,right,33,black,1,3
23838,female,163,58.9,right,31,asian,1,2
23839,female,171.6,78.5,right,26,white,2,2
23840,female,151,67.6,right,39,black,1,3
23845,female,163.9,86.2,right,28,hispanic,1,2
23848,female,157.6,60.5,right,35,native_american,1,3
23850,female,167.7,95,right,40,black,2,3
23851,female,166.9,64.9,right,28,black,1,2
23852,female,159.2,61.6,right,34,black,1,3
23857,female,160.6,71.5,right,22,hispanic,1,1
23875,female,159.7,76.5,right,34,black,1,3
23884,female,161,65.2,right,22,white,1,1
23902,female,181.1,77.3,right,27,black,3,2
23903,female,163.9,73.4,right,42,white,1,3
23905,female,163.5,54.9,right,25,pacific_islander,1,2
23915,female,175.1,80.2,left,21,white,2,1
23916,female,162.6,69.5,right,25,white,1,2
23930,female,168.8,64.7,right,20,asian,2,1
23934,female,158.8,65.7,right,24,white,1,2
23939,female,163.5,87.1,right,33,white,1,3
23940,female,162.4,58,right,40,black,1,3
23944,female,163.4,79.6,right,42,black,1,3
23947,female,174.9,76.1,right,26,black,2,2
23954,female,164.6,57.6,right,22,black,1,1
23956,female,160,87,right,43,black,1,3
23962,female,160,76.6,right,37,black,1,3
23970,female,151.7,54.8,right,28,hispanic,1,2
23974,female,165.9,82.6,right,30,white,1,2
23978,female,171.8,65.1,right,27,white,2,2
23990,female,153.3,57,right,35,asian,1,3
23998,female,159.2,71.9,right,42,white,1,3
24072,female,163.6,72.6,left,23,black,1,1
24074,female,164.8,71.6,left,24,black,1,2
24077,female,166.9,83.2,right,24,white,1,2
24078,female,165.5,60.4,right,25,white,1,2
24087,female,177,76.4,right,22,black,3,1
24090,female,175.2,93.4,left,19,black,2,1
24094,female,174.1,57.3,right,24,white,2,2
24095,female,160.8,58.2,right,23,hispanic,1,1
24097,female,163.6,55.3,left,28,hispanic,1,2
24102,female,155.5,69.8,right,30,hispanic,1,2
24103,female,157.3,64,right,40,white,1,3
24107,female,162.3,59,left,25,white,1,2
24109,female,153.4,60.4,left,41,black,1,3
24110,female,154.3,66.6,right,36,hispanic,1,3
24112,female,174.4,67,right,28,black,2,2
24729,female,162.3,63.3,right,22,white,1,1
24732,female,158.7,61.8,right,26,hispanic,1,2
24733,female,156.3,64.5,right,36,white,1,3
24739,female,165.5,58.2,right,24,hispanic,1,2
24740,female,161.2,79.6,right,21,hispanic,1,1
24743,female,163.6,60.9,right,26,white,1,2
24746,female,170.9,82.3,right,27,pacific_islander,2,2
24782,female,154.7,56.7,right,23,black,1,1
24783,female,165.7,51,right,28,white,1,2
24786,female,169.5,60.1,right,25,white,2,2
25023,female,172,71.6,right,42,black,2,3
25024,female,158.7,68.1,right,30,white,1,2
25026,female,167.6,94,right,47,black,2,3
25031,female,172.6,68.6,right,22,white,2,1
25036,female,161.6,67.1,right,33,white,1,3
25038,female,174.7,68.9,right,28,black,2,2
25039,female,170.5,78.6,right,33,white,2,3
25040,female,168.5,70.4,right,51,black,2,3
25049,female,159.4,50.4,right,33,black,1,3
25050,female,168.7,59.8,right,33,white,2,3
25051,female,170,76,right,43,black,2,3
25052,female,165.8,78,right,41,black,1,3
25060,female,156.2,71.2,right,24,black,1,2
25062,female,165.8,66.5,right,31,white,1,2
25064,female,168.8,73.5,right,34,white,2,3
25071,female,152.4,54.4,right,28,white,1,2
25072,female,161.1,67.8,right,20,white,1,1
25074,female,162.7,64.8,either,24,black,1,2
25082,female,161.4,66.3,right,24,white,1,2
25085,female,159.8,77.9,right,22,black,1,1
25088,female,164.3,70.2,right,22,hispanic,1,1
25091,female,161.1,59.2,right,27,white,1,2
25092,female,152,56.3,either,23,white,1,1
25093,female,169.7,92.7,right,24,native_american,2,2
25094,female,164,80.1,right,40,black,1,3
25097,female,167.2,77.2,right,21,white,1,1
25099,female,166.2,70.4,right,26,hispanic,1,2
25100,female,160.1,59,right,20,hispanic,1,1
25105,female,158,64,right,24,white,1,2
25106,female,167.6,84.2,right,25,black,2,2
25116,female,153.6,54.6,left,21,white,1,1
25131,female,156.1,71.5,right,38,black,1,3
25147,female,147.5,57.5,right,21,hispanic,1,1
25180,female,153.2,52.2,right,22,black,1,1
25181,female,164.6,72.5,right,18,white,1,1
25204,female,165.7,51.7,right,21,white,1,1
25209,female,164.8,63.1,right,21,white,1,1
25210,female,158.6,53.7,right,18,black,1,1
25213,female,160.9,59.7,right,22,white,1,1
25215,female,156.2,60.7,right,26,hispanic,1,2
25218,female,150.7,57.7,right,18,hispanic,1,1
25219,female,146.8,49.9,right,22,white,1,1
25221,female,163.6,68.7,right,18,white,1,1
25222,female,158.5,68,right,30,hispanic,1,2
25224,female,160.7,63.2,left,29,white,1,2
25225,female,165.7,77.6,right,25,white,1,2
25226,female,160.6,63.8,left,33,white,1,3
25227,female,170.5,78.3,right,32,white,2,3
25235,female,160.5,60.2,right,29,black,1,2
25237,female,166.6,77.1,right,37,black,1,3
25239,female,163.5,61.7,right,23,hispanic,1,1
25241,female,149.8,46.2,right,29,asian,1,2
25243,female,161.9,59.1,right,19,white,1,1
25244,female,155.9,57.4,left,20,white,1,1
25248,female,163.9,62.1,right,21,black,1,1
25250,female,157.4,61.8,right,18,hispanic,1,1
25251,female,153,51.8,right,19,white,1,1
25252,female,155.2,63.1,right,18,hispanic,1,1
25253,female,157.2,65.3,left,18,hispanic,1,1
25256,female,167,64.6,right,18,black,1,1
25258,female,157.4,56.9,right,21,black,1,1
25259,female,163.6,66.1,right,18,black,1,1
25262,female,157.5,59.8,right,19,hispanic,1,1
25263,female,167.6,53.3,right,21,white,2,1
25264,female,170.5,75.5,right,19,hispanic,2,1
25266,female,160.3,70.2,right,19,hispanic,1,1
25268,female,159.3,65.5,right,21,hispanic,1,1
25270,female,161.1,64.4,right,21,black,1,1
