subject,item,accuracy,latency,length,frequency
88,gold,1,514,4,77.92
88,gorse,0,811,5,1.51
88,grain,1,1276,5,18.07
88,gram,1,714,4,2.23
88,grammar,1,543,7,24.23
88,grange,1,642,6,4.58
88,grape,1,477,5,2.84
88,greed,1,657,5,4.93
88,grist,0,572,5,1.28
88,guilt,1,537,5,17.7
88,guru,1,641,4,2.09
88,gust,1,487,4,1.45
88,hair,1,661,4,144.53
88,halo,1,594,4,1.63
88,harem,0,1419,5,2.18
88,hart,1,986,4,6.2
88,haste,1,804,5,4.41
88,hat,1,640,3,31.37
88,heart,1,668,5,137.32
88,hearth,0,1268,6,4.01
88,heath,1,606,5,13.41
88,hectare,0,626,7,1.96
88,helm,0,781,4,2.74
88,hen,1,547,3,4.46
88,hermit,1,1359,6,1.24
88,hick,1,710,4,2.27
88,hilt,0,1301,4,1.52
88,honey,1,446,5,14.79
88,hoof,1,731,4,1.26
88,hormone,1,1192,7,4.42
88,horse,1,467,5,77.61
88,hotel,1,512,5,114.47
88,hub,1,508,3,2.96
88,hue,1,695,3,2.18
88,hun,1,494,3,2.02
88,icon,1,530,4,5.01
88,idea,1,587,4,217.03
88,idiom,0,764,5,2.69
88,idiot,1,605,5,6.49
88,idol,1,544,4,2.6
88,impulse,1,608,7,7.41
88,inn,1,516,3,15.4
88,insect,1,545,6,7.56
88,ion,1,642,3,4.84
88,jean,1,725,4,30.63
88,jeep,1,683,4,4.44
88,johnny,1,1699,6,15.48
88,judo,1,691,4,1.37
88,june,1,633,4,145.9
88,jungle,1,533,6,9.77
88,keel,0,1958,4,1.75
88,kiln,1,741,4,1.82
88,king,1,859,4,163.88
88,kiosk,1,717,5,1.87
88,kitchen,1,732,7,82.47
88,kitten,1,533,6,2.5
88,knack,1,691,5,2.21
88,knob,1,540,4,2.81
88,lad,1,675,3,19.69
88,lagoon,1,1234,6,2.03
88,lama,1,1132,4,1.32
88,lane,1,554,4,45.33
88,lantern,1,576,7,2.56
88,larva,1,737,5,1.25
88,lass,1,825,4,4.39
88,law,1,542,3,270.33
88,lawn,1,767,4,10.82
88,leash,1,605,5,1.73
88,lee,0,855,3,37.06
88,lemon,1,485,5,12.19
88,lid,1,532,3,10.87
88,lilac,1,1050,5,1.89
88,limbo,1,837,5,1.82
88,lip,1,564,3,15.92
88,lipid,1,499,5,2.68
88,loo,1,634,3,4.35
88,lore,0,1127,4,1.62
88,loss,1,550,4,116.02
88,lot,1,1070,3,184.83
88,luck,1,556,4,32.13
88,lung,1,731,4,9.33
88,lymph,1,1128,5,1.85
88,mac,1,762,3,9.82
88,mace,1,672,4,1.77
88,magnet,1,561,6,3.22
88,mall,1,746,4,2.93
88,mam,1,1325,3,5.13
88,mammal,1,727,6,2.86
88,mango,1,625,5,1.14
88,marc,0,825,4,6.77
88,mare,1,954,4,6.36
88,margin,1,570,6,14.58
88,marrow,1,657,6,3.15
88,marsh,1,729,5,10.3
88,mason,1,723,5,9.32
88,mast,1,445,4,4.63
88,matrix,1,716,6,14.33
88,matron,1,887,6,3.98
88,mavis,0,865,5,2.46
88,mayhem,1,809,6,1.71
88,mayor,1,592,5,22.64
88,maze,1,475,4,4.71
88,meadow,1,599,6,6.7
88,meal,1,436,4,42.65
88,meat,1,948,4,36
88,mecca,1,741,5,1.95
88,melon,1,709,5,2.03
88,menu,1,582,4,15.95
88,method,1,552,6,90.91
88,metre,1,693,5,9
88,mick,1,2181,4,15.08
88,midi,0,751,4,2.32
88,mile,1,528,4,32.36
88,mirth,1,1075,5,1.78
88,missus,0,1076,6,1.86
88,mite,1,673,4,2.08
88,mole,1,699,4,5.72
88,mom,1,1163,3,2.63
88,moment,1,729,6,221.46
88,money,1,429,5,373.67
88,monk,1,643,4,6.33
88,mood,1,503,4,32.89
88,morning,1,637,7,211.44
88,morrow,0,1978,6,1.77
88,mosque,1,705,6,3.13
88,moss,1,549,4,8.56
88,moustache,1,574,9,6.07
88,movie,1,560,5,17.97
88,mu,0,604,2,2.19
88,mucus,1,659,5,2.28
88,mufti,0,447,5,1.99
88,mustard,1,668,7,4.87
88,nape,0,613,4,2.17
88,nausea,1,713,6,2.84
88,nave,0,634,4,4.48
88,nectar,1,555,6,1.47
88,negro,1,779,5,1.6
88,nephew,1,735,6,7.29
88,ness,0,1848,4,2.1
88,nexus,0,500,5,1.2
88,nil,1,632,3,8.39
88,nipple,1,918,6,1.53
88,node,1,961,4,7.72
88,noon,1,599,4,7.27
88,noun,1,565,4,6.27
88,nova,1,588,4,2.75
88,nucleus,0,4781,7,6.7
88,nylon,1,584,5,6.94
88,ocean,1,642,5,20.23
88,octave,1,555,6,2.3
88,onslaught,1,728,9,3.18
88,onus,0,643,4,2.41
88,ordeal,1,1479,6,6.06
88,ounce,1,828,5,3.38
88,oven,1,577,4,13.48
88,owl,1,433,3,11.51
88,ozone,1,718,5,12.85
88,paisley,1,1701,7,6.98
88,pal,1,648,3,5.42
88,palace,1,677,6,50.26
88,palate,1,666,6,1.56
88,pancreas,0,3648,8,1.86
88,parcel,1,581,6,7.32
88,parquet,0,2098,7,1.43
88,pastor,1,1231,6,2.58
88,patten,1,1118,6,8.76
88,pea,1,506,3,1.73
88,pear,1,557,4,2.31
88,peasant,0,1357,7,16.45
88,peat,1,721,4,8.98
88,pebble,1,520,6,1.93
88,pelvis,1,617,6,2.02
88,penis,1,560,5,5.34
88,pep,0,522,3,2.13
88,peril,1,570,5,2.98
88,pest,1,479,4,4.85
88,petrol,1,613,6,23.68
88,pie,1,671,3,11.59
88,pier,1,509,4,5.56
88,pigment,1,669,7,2.24
88,pilgrim,1,552,7,2.14
88,pill,1,582,4,5.98
88,pillar,1,524,6,4.88
88,piston,1,1578,6,1.76
88,plaid,0,749,5,1.14
88,planet,1,645,6,18.09
88,plasma,1,672,6,9.72
88,ploy,1,1137,4,2.97
88,poet,1,953,4,22.18
88,polo,1,566,4,5.65
88,poly,0,793,4,2.86
88,pomp,0,834,4,1.25
88,pore,1,587,4,2.72
88,prison,1,510,6,64.3
88,prose,0,1124,5,9
88,proton,1,758,6,2.05
88,psyche,1,630,6,2.46
88,pudding,1,553,7,8.85
88,pursuit,1,814,7,12.85
88,quartz,0,733,6,2.52
88,quay,1,1441,4,4.69
88,quota,1,767,5,8.48
88,relic,1,602,5,2
88,ribbon,1,511,6,6.69
88,rice,1,802,4,17.06
88,rift,1,840,4,4.54
88,road,1,483,4,274.01
88,robin,1,626,5,21.27
88,rod,1,809,3,13.74
88,rota,1,654,4,1.66
88,rowan,0,607,5,1.43
88,rubble,1,2357,6,4.22
88,rug,1,990,3,7.27
88,rugby,1,1616,5,34.45
88,rune,1,701,4,3.59
88,sac,1,1062,3,1.38
88,saga,1,691,4,4.24
88,sale,1,711,4,90.27
88,saloon,1,463,6,5.56
88,sash,0,569,4,1.81
88,savoy,1,635,5,3.51
88,scandal,1,815,7,14.73
88,scarf,1,993,5,5.6
88,scene,1,1076,5,68.04
88,schema,1,772,6,2.78
88,sea,1,595,3,130.45
88,self,1,634,4,36.78
88,sequel,1,671,6,2.63
88,sergeant,1,1834,8,26.33
88,sermon,1,723,6,3.97
88,shah,0,479,4,10.89
88,sheen,1,833,5,2.24
88,sheet,1,508,5,42.23
88,shelf,1,820,5,14.21
88,sheriff,1,782,7,9.48
88,shire,1,742,5,2.81
88,shirt,1,697,5,28.03
88,sib,0,611,3,2.28
88,silt,1,1325,4,1.78
88,siren,1,689,5,2.57
88,skill,1,844,5,35.09
88,skull,1,442,5,11.36
88,sleeve,1,1938,6,9.59
88,slogan,1,541,6,4.73
88,slough,1,550,6,2.21
88,slovak,0,609,6,3.65
88,sofa,1,693,4,10.22
88,son,1,621,3,131.03
88,song,1,474,4,39.96
88,soup,1,971,4,13.53
88,source,1,588,6,90.88
88,soy,1,2784,3,1.1
88,soya,1,742,4,1.24
88,spa,1,476,3,5.25
88,spectre,1,1503,7,2.47
88,sphere,1,663,6,12.49
88,spine,1,535,5,9.81
88,spire,1,2617,5,2.33
88,spleen,1,764,6,1.5
88,spouse,1,859,6,6.33
88,squad,1,497,5,25.48
88,squadron,1,1934,8,12.66
88,stance,1,650,6,17.45
88,status,1,690,6,86.56
88,stave,0,791,5,1.58
88,steak,1,1028,5,4.81
88,steed,1,840,5,1.59
88,stench,1,1068,6,2.9
88,stigma,1,579,6,2.76
88,stile,0,630,5,2.27
88,stool,1,824,5,8.64
88,street,1,558,6,196.14
88,stripe,1,801,6,1.87
88,stubble,1,978,7,2.06
88,success,1,610,7,134.03
88,suede,1,838,5,2.91
88,suite,1,650,5,14.8
88,surrey,1,642,6,16.23
88,synod,0,724,5,3.04
88,syrup,1,619,5,2.57
88,tab,1,913,3,3.22
88,tableau,0,909,7,2.04
88,tact,1,597,4,2.46
88,talent,1,821,6,20.95
88,tang,1,1680,4,1.61
88,target,1,614,6,67.74
88,tavern,1,735,6,3.72
88,tea,1,489,3,86.19
88,technique,1,551,9,46.18
88,teens,1,1076,5,3.67
88,theatre,1,606,7,59.06
88,theorem,1,905,7,3.66
88,thief,1,628,5,7.57
88,thigh,1,600,5,7.86
88,thorn,1,523,5,4.58
88,threat,1,625,6,56.56
88,thrush,1,547,6,2.93
88,tide,1,727,4,17.71
88,tier,1,606,4,3.9
88,tissue,1,620,6,20.54
88,tit,1,582,3,2.11
88,title,1,636,5,97.9
88,toad,1,611,4,3.05
88,toby,0,868,4,8.06
88,toffee,1,524,6,1.43
88,tomb,1,747,4,6.25
88,topaz,0,736,5,4.66
88,tor,0,675,3,2.23
88,torch,1,614,5,9.38
88,torrent,1,802,7,2.61
88,torso,0,524,5,2.31
88,tort,1,761,4,4.2
88,tortoise,1,556,8,1.78
88,town,1,550,4,183.06
88,trash,1,556,5,2.14
88,treason,1,576,7,3.54
88,tremor,1,594,6,2.14
88,tribe,1,670,5,7.38
88,tribune,0,787,7,3.4
88,trough,1,1103,6,3.25
88,truce,0,535,5,4.35
88,truck,1,444,5,11.82
88,trunk,1,619,5,8.16
88,tsar,0,505,4,5.87
88,tumour,1,565,6,9.4
88,twinge,1,1496,6,1.18
88,tyre,1,615,4,5.91
88,ulster,0,1085,6,24.26
88,vampire,1,598,7,1.48
88,van,1,566,3,42.89
88,vase,1,572,4,4.97
88,vector,1,988,6,6.63
88,vein,1,831,4,7.53
88,velvet,1,799,6,9.13
88,venue,1,505,5,11.97
88,verb,1,680,4,8.97
88,verge,1,835,5,6.48
88,victim,1,556,6,39.37
88,villa,1,943,5,20.9
88,vine,1,580,4,4.08
88,vinyl,1,561,5,3.16
88,virtue,1,558,6,18.86
88,vista,1,545,5,1.56
88,vogue,1,630,5,4
88,vole,0,587,4,1.29
88,vowel,1,912,5,4.01
88,wagon,1,695,5,5.99
88,wallet,1,669,6,5.99
88,wand,1,661,4,1.52
88,warden,1,661,6,7.65
88,warren,1,636,6,8.85
88,wasp,1,1007,4,2.58
88,watt,1,2080,4,6.55
88,weald,0,788,5,1.42
88,wealth,1,700,6,38.32
88,weapon,1,846,6,19.82
88,weasel,1,522,6,1.41
88,week,1,746,4,322.2
88,whim,1,963,4,2.49
88,wick,1,803,4,1.91
88,wife,1,2639,4,171.06
88,wight,0,568,5,4.14
88,window,1,593,6,105.88
88,woe,1,791,3,1.87
88,womb,1,539,4,3.92
88,wool,1,537,4,17.83
88,wren,1,674,4,2.19
88,writ,0,450,4,5.52
88,yang,0,590,4,2.01
88,yankee,1,588,6,1.2
88,yard,1,540,4,32.67
88,yew,0,753,3,2.69
88,zeal,0,2259,4,3.35
88,zen,1,582,3,4.3
88,zinc,0,580,4,4.42
88,zoo,1,507,3,7.68
89,ace,1,445,3,19.24
89,acorn,1,1070,5,2.38
89,ale,1,760,3,6.63
89,almond,1,724,6,3.3
89,amir,0,610,4,1.27
89,amp,1,552,3,6.79
89,angel,1,561,5,15.17
89,anna,0,523,4,27.87
89,ant,1,673,3,4.43
89,anthem,1,482,6,3.07
89,antics,1,593,6,2.46
89,apex,1,1329,4,3.21
89,april,1,646,5,147.07
89,apron,1,486,5,4.95
89,apse,0,503,4,1.23
89,aria,0,553,4,1.59
89,ark,1,662,3,3.25
89,ash,1,492,3,12.63
89,aspect,1,475,6,43.52
89,asset,1,593,5,20.46
89,asthma,1,438,6,6.53
89,athlete,1,477,7,3.66
89,atlas,1,629,5,2.59
89,aunt,1,399,4,30.68
89,aura,0,408,4,4.18
89,autumn,1,427,6,39.18
89,babe,1,465,4,2.01
89,bailiff,0,481,7,1.84
89,ballad,1,470,6,1.97
89,ballet,1,475,6,12.61
89,barn,1,524,4,13.33
89,baron,1,512,5,7.95
89,basalt,0,523,6,1.13
89,basin,1,718,5,12.17
89,basis,1,753,5,144.49
89,basket,1,545,6,13.51
89,beak,1,662,4,2.92
89,bean,1,430,4,5.34
89,beck,0,609,4,6.08
89,bee,1,532,3,5.23
89,beer,1,390,4,33.16
89,berry,1,477,5,4.71
89,beryl,0,560,5,3.32
89,beta,1,474,4,6.58
89,bird,1,500,4,39.55
89,biscuit,1,556,7,5.79
89,bishop,1,537,6,46.33
89,blah,0,443,4,4.39
89,bliss,1,533,5,3.9
89,boar,0,916,4,3.92
89,bog,1,753,3,3.58
89,boon,0,460,4,2.95
89,borough,1,433,7,19.15
89,bout,1,575,4,4.13
89,bracken,1,527,7,2.35
89,bran,0,467,4,1.77
89,bread,1,537,5,37.7
89,brick,1,504,5,18.61
89,briton,1,577,6,2.49
89,brooch,1,484,6,2.03
89,broom,1,903,5,3.32
89,broth,1,476,5,1.49
89,brothel,1,540,7,1.65
89,brow,1,548,4,7.86
89,brunt,1,552,5,2.21
89,bulb,1,492,4,4.5
89,bullet,1,413,6,7.17
89,bun,0,505,3,2.58
89,burton,1,519,6,8.18
89,cad,0,710,3,2.81
89,cadet,1,469,5,2.04
89,cairn,0,516,5,1.49
89,calf,1,610,4,6.48
89,cam,0,482,3,4.25
89,camel,1,530,5,4.19
89,campus,1,521,6,6.29
89,canal,1,553,5,21.63
89,candle,1,510,6,8.02
89,canon,1,476,5,9.91
89,canteen,1,480,7,5.64
89,canyon,1,482,6,2.54
89,cape,1,596,4,9.93
89,carcass,1,791,7,1.4
89,carton,1,655,6,1.57
89,caste,1,583,5,2.54
89,cello,1,626,5,1.92
89,census,1,475,6,10.37
89,cereal,1,525,6,4.77
89,chalet,0,606,6,1.27
89,cheddar,1,758,7,1.47
89,cheese,1,536,6,25.89
89,chef,1,394,4,7
89,chess,1,505,5,7.03
89,child,1,498,5,243.97
89,chin,1,495,4,16.11
89,choir,1,409,5,10.12
89,chore,1,527,5,1.44
89,chrome,1,633,6,1.93
89,cigar,1,434,5,4.9
89,circus,1,511,6,7.6
89,clause,1,810,6,36.32
89,clay,1,563,4,15.99
89,col,0,461,3,3.65
89,college,1,555,7,102.39
89,comet,1,543,5,2.64
89,condom,1,487,6,2.54
89,conduit,1,617,7,1.73
89,consul,1,643,6,2.09
89,convent,1,430,7,5.51
89,copse,1,557,5,1.25
89,cordon,0,471,6,1.61
89,cortex,1,542,6,3.69
89,costume,1,386,7,6.73
89,cotton,1,483,6,24.4
89,coup,1,723,4,16.97
89,coupon,1,418,6,5.81
89,cousin,1,691,6,18.09
89,cove,1,643,4,2.85
89,crag,0,572,4,4
89,creek,0,997,5,3.18
89,croft,1,516,5,2.54
89,crust,1,542,5,6.64
89,crux,1,686,4,2.23
89,crypt,0,284,5,3.54
89,crystal,1,514,7,21.11
89,culprit,1,547,7,1.97
89,cult,1,765,4,9.11
89,curfew,1,553,6,2.47
89,dad,1,488,3,73.2
89,debt,1,398,4,54.15
89,deceit,1,701,6,2.15
89,deed,1,619,4,6.63
89,delta,1,660,5,6.85
89,demon,1,467,5,3
89,den,1,528,3,4.86
89,depot,1,528,5,6.93
89,desk,1,507,4,45.15
89,dessert,1,442,7,3.1
89,diesel,1,401,6,12.97
89,digit,1,839,5,2.04
89,disc,1,446,4,16.24
89,disco,1,886,5,7.62
89,dolphin,1,465,7,7.81
89,dome,1,525,4,6.52
89,door,1,448,4,253.65
89,dough,1,460,5,3.25
89,drama,1,536,5,35.58
89,drought,1,464,7,6.44
89,duff,0,560,4,2.28
89,duke,1,433,4,33.42
89,dune,1,490,4,1.72
89,dusk,1,522,4,6.18
89,duvet,0,466,5,2.69
89,earl,0,551,4,23.4
89,easel,1,697,5,1.77
89,easter,1,525,6,17.94
89,eel,0,467,3,1.91
89,effort,1,545,6,77.93
89,egg,1,519,3,25.16
89,elf,1,470,3,3.39
89,elite,0,392,5,13
89,emblem,1,438,6,1.97
89,engine,1,478,6,50.12
89,epoch,0,477,5,1.8
89,era,1,579,3,22.32
89,ewe,1,547,3,1.32
89,ex,1,687,2,8.34
89,faeces,1,675,6,3.19
89,faith,1,489,5,52.8
89,falcon,1,420,6,2.79
89,famine,1,469,6,6.67
89,farce,0,399,5,3.19
89,fibre,1,633,5,15.34
89,fife,1,714,4,4.13
89,fig,1,527,3,16.46
89,filth,1,518,5,2.82
89,fin,1,632,3,3.1
89,finch,1,670,5,2.97
89,fir,1,561,3,2.51
89,firth,0,569,5,3.51
89,fist,1,820,4,9.83
89,flair,1,519,5,3.66
89,flask,0,454,5,3.07
89,flint,1,529,5,5.19
89,flue,0,693,4,1.69
89,flux,1,540,4,5
89,foetus,1,650,6,2.39
89,fondant,0,967,7,2.5
89,food,1,488,4,189.92
89,forest,1,572,6,72.37
89,format,1,476,6,22.85
89,fortune,1,474,7,21.26
89,franc,1,503,5,2.98
89,franklin,1,574,8,4.61
89,friar,0,525,5,4.06
89,friend,0,467,6,168.63
89,frock,1,574,5,2.34
89,gait,1,965,4,1.58
89,gal,0,514,3,1.44
89,gala,1,657,4,4.22
89,gale,1,580,4,4.59
89,gamma,1,584,5,3.83
89,gang,1,465,4,15.51
89,gap,1,451,3,34.42
89,garlic,1,563,6,8.02
89,gen,0,1304,3,3.86
89,gene,1,669,4,22.4
89,genre,1,569,5,6.05
89,genus,1,515,5,3.71
89,ghetto,1,460,6,2.15
89,giant,1,479,5,27.78
89,gill,1,1242,4,8.06
89,girl,1,521,4,157.62
89,gist,1,746,4,1.66
89,glass,1,464,5,98.56
89,glee,1,660,4,1.73
89,globe,0,449,5,6.84
89,gloom,1,535,5,9.76
89,glove,1,686,5,3.92
89,goblin,1,612,6,4.26
89,grid,1,570,4,11.39
89,griffin,1,592,7,3.09
89,grove,1,463,5,7.33
89,guise,1,717,5,3.97
89,guitar,1,494,6,27.05
89,gulf,1,444,4,33.42
89,gun,1,544,3,35.04
89,hall,1,536,4,121.47
89,hangar,1,576,6,2.25
89,hank,1,540,4,3.55
89,harp,1,486,4,2.81
89,haven,1,631,5,6.6
89,havoc,1,664,5,3.41
89,hay,1,1017,3,11.32
89,heathen,1,886,7,1.2
89,height,1,453,6,37.81
89,heir,1,563,4,9.85
89,helmet,1,526,6,6.9
89,hero,1,437,4,22.99
89,hill,1,602,4,70.88
89,hockey,1,798,6,6.01
89,horde,0,370,5,1.65
89,horn,1,564,4,10.2
89,horror,1,509,6,21.26
89,hostel,1,469,6,5.37
89,hour,1,382,4,113.36
89,hydra,1,458,5,1.77
89,hygiene,1,570,7,7.79
89,id,1,502,2,4.21
89,incest,1,746,6,3.05
89,islam,1,463,5,6.87
89,isle,1,610,4,13.8
89,ivy,1,577,3,6.11
89,jade,0,436,4,4.1
89,jaguar,1,435,6,5.09
89,jargon,1,640,6,5.21
89,jay,0,553,3,9.4
89,jew,1,468,3,4.19
89,jihad,1,490,5,1.12
89,joy,1,521,3,29.56
89,junta,0,610,5,1.85
89,kernel,0,422,6,2.2
89,kestrel,0,473,7,1.44
89,kettle,1,670,6,9.25
89,kilo,1,458,4,1.53
89,kin,1,586,3,8.09
89,kit,1,461,3,18.5
89,kite,1,462,4,7.16
89,kiwi,1,662,4,1.98
89,la,1,467,2,47.54
89,laird,0,559,5,2.81
89,lake,1,574,4,39.66
89,lamp,1,513,4,13.58
89,lark,1,602,4,2.5
89,lattice,0,557,7,3.5
89,laurel,1,589,6,2.08
89,lava,1,441,4,4.64
89,lea,1,781,3,10.1
89,ledge,1,470,5,3.81
89,leech,0,443,5,1.88
89,legend,1,466,6,12.49
89,lens,1,585,4,6.72
89,leopard,1,539,7,2.39
89,lesson,1,447,6,22.78
89,lettuce,1,511,7,3.98
89,ley,1,415,3,1.98
89,lily,1,686,4,16.03
89,limb,1,445,4,6.5
89,linen,1,444,5,9.55
89,liquor,1,478,6,4.32
89,litre,1,587,5,5.09
89,lobe,0,473,4,1.65
89,loch,1,639,4,13.07
89,lotus,1,599,5,8.65
89,lough,1,951,5,2.51
89,louvre,1,652,6,2.04
89,lust,1,458,4,4.92
89,lustre,1,511,6,1.54
89,maggot,1,531,6,2.35
89,magma,1,787,5,1.89
89,maid,1,469,4,9.43
89,maize,1,501,5,3.3
89,mama,1,550,4,5.56
89,mammoth,1,510,7,2.09
89,mane,1,618,4,1.8
89,manor,1,591,5,19.12
89,maple,1,570,5,3.75
89,marble,1,430,6,13.75
89,marquee,1,620,7,2.2
89,martin,1,510,6,53.15
89,mattress,1,494,8,5.04
89,mead,1,555,4,2.75
89,medal,1,538,5,11.16
89,membrane,1,609,8,8.86
89,merchant,1,559,8,18.41
89,methyl,1,585,6,1.75
89,mini,1,449,4,8.07
89,moat,1,553,4,2.84
89,mode,1,472,4,27.35
89,mogul,1,715,5,1.57
89,monarch,1,779,7,7.63
89,monkey,1,419,6,5.81
89,month,1,510,5,150.11
89,moon,1,478,4,29.77
89,moth,0,488,4,2.8
89,motto,1,752,5,3.46
89,mound,1,464,5,4.87
89,mountain,1,435,8,39.61
89,mousse,0,455,6,2.23
89,mule,1,725,4,1.88
89,murphy,0,614,6,9.6
89,muscle,1,466,6,17.83
89,music,1,604,5,150.19
89,mutton,1,559,6,2.01
89,myth,1,386,4,14.94
89,napkin,1,450,6,1.96
89,neighbour,1,432,9,17.76
89,nelson,1,768,6,10.04
89,neon,1,550,4,2.54
89,news,1,456,4,145.58
89,niece,1,627,5,4.77
89,noise,1,413,5,46.56
89,norm,1,411,4,10.03
89,nozzle,1,611,6,1.81
89,nun,1,465,3,4.45
89,oak,1,484,3,16.35
89,oath,1,590,4,5.47
89,oboe,1,661,4,1.32
89,opus,1,597,4,1.16
89,orchard,1,499,7,5.24
89,orchid,1,434,6,2.1
89,ordnance,0,656,8,3.95
89,ore,1,668,3,4.82
89,organ,0,340,5,13.4
89,oscar,1,428,5,6.54
89,ostrich,1,566,7,1.37
89,ox,1,522,2,1.92
89,oxide,1,426,5,4.02
89,pact,1,616,4,10.7
89,paddock,1,577,7,2.46
89,padre,1,851,5,1.29
89,pageant,1,524,7,1.91
89,pamphlet,1,454,8,4.07
89,pane,1,461,4,1.34
89,pang,1,508,4,1.88
89,papa,1,578,4,4.86
89,parent,1,407,6,37.31
89,parish,1,465,6,39.42
89,parkin,0,541,6,2.23
89,parsley,0,594,7,3.83
89,parson,1,361,6,2.51
89,party,1,483,5,403.06
89,pastel,1,574,6,3.36
89,pastry,1,753,6,5.04
89,path,1,673,4,62.51
89,peace,1,454,5,88.8
89,pellet,1,624,6,2.26
89,penguin,1,642,7,4.74
89,perry,1,440,5,5.33
89,person,1,501,6,249.82
89,phoenix,1,537,7,5.61
89,pi,1,731,2,6.15
89,pint,1,559,4,12.35
89,pippin,1,585,6,1.38
89,pistol,1,564,6,6.09
89,platform,1,350,8,25.65
89,plea,0,338,4,11.58
89,plinth,0,705,6,1.54
89,plum,1,629,4,2.87
89,poem,1,458,4,24.64
89,pollen,1,594,6,3.34
89,pond,1,408,4,17.27
89,poplar,1,518,6,1.24
89,poppy,1,940,5,2.67
89,porch,1,1217,5,5.49
89,pork,1,482,4,5.86
89,porridge,1,507,8,2.91
89,portrait,1,448,8,17.37
89,pride,1,372,5,29.24
89,priest,1,427,6,21.22
89,prince,1,517,6,59.37
89,protein,0,514,7,28.45
89,prowess,1,517,7,2.83
89,psalm,1,467,5,2.27
89,pub,1,686,3,38.21
89,pulpit,1,1053,6,2.75
89,pupil,1,535,5,23.21
89,quirk,0,477,5,1.35
89,radar,1,423,5,6.77
89,ranch,1,467,5,1.36
89,realm,1,453,5,10.53
89,reed,0,683,4,9.54
89,rep,1,536,3,2.48
89,reptile,1,526,7,1.2
89,requiem,1,667,7,1.62
89,rhythm,1,511,6,15.23
89,rind,1,504,4,2.2
89,rite,1,507,4,2.85
89,robot,1,546,5,4.5
89,role,1,507,4,182.2
89,rouble,1,441,6,1.96
89,routine,1,780,7,32.16
89,rump,1,482,4,3.1
89,rye,0,502,3,4.73
89,saffron,1,703,7,1.84
89,salad,1,515,5,11.43
89,salon,1,571,5,7.1
89,science,1,480,7,105.97
89,scope,1,516,5,34.38
89,scot,1,635,4,4.81
89,script,1,370,6,12.39
89,scroll,1,672,6,2.14
89,scrum,0,475,5,3.34
89,scum,1,454,4,5.78
89,sect,1,540,4,2.55
89,sector,1,614,6,87.2
89,semen,1,500,5,1.63
89,senate,1,442,6,13.06
89,serpent,0,500,7,2.49
89,settee,0,548,6,3.32
89,shale,0,321,5,1.69
89,shallot,0,579,7,1.63
89,shark,1,1489,5,3.19
89,shawl,0,499,5,2.46
89,sheath,1,520,6,1.67
89,shilling,1,1002,8,3.84
89,shrapnel,0,609,8,1.59
89,shrub,1,716,5,2.61
89,si,1,496,2,5.98
89,sickle,1,539,6,1.65
89,siege,1,467,5,8.53
89,sikh,1,506,4,1.94
89,silk,1,378,4,22.63
89,sill,1,551,4,2.43
89,sine,0,450,4,1.88
89,slab,1,567,4,4.63
89,slag,1,469,4,1.88
89,slime,1,531,5,1.52
89,sludge,1,559,6,2.12
89,snail,1,467,5,2.94
89,soccer,1,671,6,13.24
89,soda,1,432,4,3.66
89,soul,1,430,4,30.26
89,sparrow,1,491,7,1.91
89,spasm,1,511,5,1.91
89,spate,1,594,5,3.31
89,speech,1,463,6,78.32
89,sphincter,0,557,9,3.46
89,spider,1,483,6,6.71
89,spinach,1,676,7,1.99
89,spree,1,747,5,1.89
89,squirrel,1,497,8,2.37
89,stair,1,434,5,3.69
89,statue,1,519,6,9.32
89,stature,1,519,7,4.07
89,statute,1,483,7,15.57
89,stead,0,596,5,2.9
89,stein,1,474,5,3.1
89,strife,1,615,6,2.92
89,sulphur,1,601,7,8.33
89,sultan,1,640,6,4.62
89,sum,1,495,3,44.09
89,surgeon,1,449,7,10.52
89,sword,1,884,5,14.77
89,symbol,1,563,6,17.93
89,symptom,1,442,7,5.7
89,syntax,0,367,6,5.82
89,tale,1,574,4,20.99
89,tank,1,548,4,33.24
89,tariff,0,398,6,6.69
89,team,0,540,4,189.22
89,tech,1,595,4,3
89,temple,1,413,6,21.08
89,tempo,1,1027,5,3.49
89,tendon,1,729,6,1.65
89,tennis,1,448,6,28.67
89,tent,1,491,4,11.61
89,terrain,1,559,7,6.2
89,terror,1,480,6,15.12
89,terry,1,501,5,25.45
89,text,1,410,4,76.65
89,theft,1,496,5,17.27
89,theme,1,505,5,38.57
89,thistle,1,466,7,2.53
89,thrift,1,459,6,1.85
89,throat,1,485,6,32.29
89,throne,1,572,6,12.19
89,thyme,1,630,5,1.65
89,titan,1,476,5,1.18
89,tod,0,464,3,3.51
89,toilet,1,543,6,15.78
89,tongue,1,459,6,24.66
89,tooth,1,538,5,6.49
89,torque,1,483,6,6.04
89,tot,1,766,3,1.84
89,totem,1,829,5,1.38
89,toy,1,525,3,9.77
89,tract,0,366,5,5.6
89,trait,1,477,5,3
89,tram,0,555,4,4.25
89,trance,1,506,6,2.08
89,trauma,1,604,6,5.23
89,tray,1,585,4,14.39
89,tribute,1,707,7,15.18
89,trifle,1,576,6,2.97
89,trio,1,491,4,7.42
89,tub,1,554,3,3.1
89,tungsten,1,711,8,1.15
89,tunic,1,487,5,2.79
89,turmoil,1,884,7,5.48
